"","test","model","roi","class","Sensitivity","Specificity","Pos.Pred.Value","Neg.Pred.Value","Precision","Recall","F1","Prevalence","Detection.Rate","Detection.Prevalence","Balanced.Accuracy"
"98","primary","agnostic","IWP05-reg005","Lymphoid",0.49003984063745,0.9857848144365,0.495468277945619,0.985477237271309,0.495468277945619,0.49003984063745,0.492739108662995,0.0276980798940631,0.0135731626572501,0.0273946148753035,0.737912327536975
"99","primary","agnostic","IWP05-reg006","Lymphoid",0.759510869565217,0.964016144249921,0.448815736651947,0.990467727603199,0.448815736651947,0.759510869565217,0.564219025990411,0.0371454527102049,0.0282123750883214,0.0628595942263046,0.861763506907569
"100","primary","agnostic","IWP05-reg007","Lymphoid",0.571428571428571,0.989389159736163,0.455882352941177,0.993305981429497,0.455882352941176,0.571428571428571,0.507157464212679,0.015319449346982,0.00875397105541828,0.0192022590893046,0.780408865582367
"101","primary","agnostic","IWP05-reg008","Lymphoid",0.71858774662513,0.915243934668851,0.177481405488587,0.992235401982694,0.177481405488587,0.71858774662513,0.284656519950638,0.0248189479652586,0.0178345918919615,0.100487100847916,0.816915840646991
"102","primary","agnostic","IWP05-reg010","Lymphoid",0.81992337164751,0.956890217018567,0.195612431444241,0.997599591419816,0.195612431444241,0.81992337164751,0.315867158671587,0.0126245525781174,0.0103511657153913,0.0529167069749444,0.888406794333038
"103","primary","agnostic","IWP06-reg001","Lymphoid",0.892307692307692,0.925652310594153,0.039268788083954,0.999603937988005,0.039268788083954,0.892307692307692,0.0752269779507134,0.00339407863819122,0.00302856247715524,0.0771239099785912,0.908980001450923
"104","primary","agnostic","IWP06-reg005","Lymphoid",0.51027397260274,0.977244808423516,0.276951672862454,0.991512849427266,0.276951672862454,0.51027397260274,0.359036144578313,0.0167941565537471,0.00856962098119285,0.0309426583079312,0.743759390513128
"105","primary","agnostic","IWP06-reg006","Lymphoid",0.403470715835141,0.98410167638484,0.34766355140187,0.987430295273791,0.347663551401869,0.403470715835141,0.373493975903614,0.0205684201133271,0.00829875518672199,0.0238700754026681,0.69378619610999
"106","primary","agnostic","IWP06-reg007","Lymphoid",0.721739130434783,0.981713307767883,0.301452784503632,0.996910401647786,0.301452784503632,0.721739130434783,0.425277540563621,0.0108157251238322,0.00780613204589629,0.025895040441407,0.851726219101333
"107","primary","agnostic","IWP07-reg001","Lymphoid",0.595918367346939,0.980194284636424,0.257950530035336,0.995259755805602,0.257950530035336,0.595918367346939,0.360049321824908,0.011421378956692,0.00680620950072258,0.0263857162836231,0.788056325991681
"108","primary","agnostic","IWP07-reg002","Lymphoid",0.950819672131147,0.933993968117191,0.0703883495145631,0.999723298284449,0.0703883495145631,0.950819672131147,0.131073446327684,0.0052288702211555,0.00497171266929539,0.0706326075775759,0.942406820124169
"109","primary","agnostic","IWP07-reg003","Lymphoid",0.833333333333333,0.912345516119101,0.0634398496240601,0.998700110731308,0.0634398496240602,0.833333333333333,0.117903930131004,0.00707454473994498,0.00589545394995415,0.0929298222629809,0.872839424726217
"110","primary","agnostic","IWP07-reg004","Lymphoid",0.691729323308271,0.981172673480366,0.344569288389513,0.995524506058291,0.344569288389513,0.691729323308271,0.46,0.0141069155706406,0.00975816716164616,0.028319898175647,0.836450998394318
"111","primary","agnostic","IWP07-reg006","Lymphoid",0.819148936170213,0.976467015865786,0.426987060998152,0.996050797584017,0.426987060998152,0.819148936170213,0.561360874848117,0.020958751393534,0.0171683389074693,0.0402081010776663,0.897807976018
"112","primary","agnostic","IWP07-reg007","Lymphoid",0.695852534562212,0.966813562370717,0.169853768278965,0.996939627190949,0.169853768278965,0.695852534562212,0.273056057866184,0.00966377198842129,0.00672456023157426,0.0395902916945001,0.831333048466464
"113","primary","agnostic","IWP07-reg009","Lymphoid",0.858823529411765,0.957071674971253,0.0611902766135792,0.999519654150989,0.0611902766135792,0.858823529411765,0.114241001564945,0.00324737344794651,0.00278892072588348,0.045577841451767,0.907947602191509
"114","primary","agnostic","IWP08-reg001","Lymphoid",0.854810495626822,0.979597244303127,0.979422768572956,0.855886097928001,0.979422768572956,0.854810495626822,0.912883741204309,0.531848911492898,0.45463003163183,0.464181603919866,0.917203869964974
"115","primary","agnostic","IWP08-reg002","Lymphoid",0.601912045889101,0.95478443743428,0.901489117983963,0.77723090092018,0.901489117983963,0.601912045889101,0.721852786058243,0.407384327776912,0.245209534195358,0.272004985200187,0.77834824166169
"116","primary","agnostic","IWP08-reg003","Lymphoid",0.723680721294086,0.942202669902913,0.877491961414791,0.856335309527092,0.877491961414791,0.723680721294086,0.793198662985031,0.363890765222426,0.263340731448422,0.300106146868667,0.8329416955985
"117","primary","agnostic","IWP08-reg004","Lymphoid",0.568096054888508,0.957599478147423,0.894651539708266,0.777679675083878,0.894651539708266,0.568096054888508,0.694922366764583,0.38794250731967,0.220388607931861,0.246340165025286,0.762847766517965
"118","primary","agnostic","IWP08-reg006","Lymphoid",0.871559633027523,0.956054319124858,0.930819477434679,0.916470800940155,0.930819477434679,0.871559633027523,0.90021536252692,0.404202719406675,0.352286773794808,0.37846949095404,0.913806976076191
